,Amount
15243,120.32
15244,94.9
15245,129.0
15246,1.98
15247,0.0
15248,4.64
15249,1.0
15250,47.43
15251,6.24
15252,17.56
15253,1.98
15254,63.14
15255,1.98
15256,1.0
15257,1.29
15258,399.3
15259,42.22
15260,9.85
15261,141.35
15262,141.0
15263,6.83
15264,71.4
15265,1.29
15266,1.0
15267,6.85
15268,2.0
15269,254.28
15270,1.0
15271,75.71
15272,1.98
15273,2.85
15274,85.9
15275,20.0
15276,2.69
15277,8.04
15278,2.92
15279,9.03
15280,327.6
15281,12.57
15282,6.25
15283,5.68
15284,22.0
15285,17.99
15286,3.57
15287,321.0
15288,15.0
15289,5.73
15290,9.99
15291,1.98
15292,65.0
15293,0.15
15294,14.95
15295,79.0
15296,9.61
15297,138.71
15298,1.49
15299,10.0
15300,1.29
15301,4.49
15302,17.91
15303,25.73
15304,1.99
15305,102.99
15306,58.5
15307,6.04
15308,2.5
15309,181.85
15310,14.26
15311,10.0
15312,578.95
15313,0.77
15314,2.69
15315,2.7
15316,119.0
15317,105.75
15318,204.9
15319,7.15
15320,11.35
15321,132.5
15322,135.51
15323,32.0
15324,11.85
15325,12.99
15326,25.33
15327,294.33
15328,19.4
15329,0.7
15330,5.75
15331,7.68
15332,1.0
15333,17.99
15334,7.56
15335,1.0
15336,0.76
15337,126.63
15338,6.13
15339,52.19
15340,23.0
15341,207.36
15342,15.0
15343,28.75
15344,1.0
15345,1580.0
15346,22.0
15347,14.95
15348,928.92
15349,97.5
15350,129.5
15351,2.0
15352,85.86
15353,51.18
15354,44.35
15355,10.92
15356,56.0
15357,18.04
15358,87.0
15359,9.99
15360,32.0
15361,6.95
15362,275.84
15363,12.31
15364,12.0
15365,102.9
15366,1.0
15367,259.95
15368,10.09
15369,178.0
15370,65.91
15371,11.85
15372,1.79
15373,0.77
15374,1.46
15375,100.0
15376,1.98
15377,19.99
15378,7.86
15379,78.36
15380,23.54
15381,30.0
15382,19.21
15383,66.99
15384,9.89
15385,23.48
15386,2.28
15387,9.18
15388,37.81
15389,302.89
15390,11.99
15391,3.25
15392,18.14
15393,12.6
15394,22.64
15395,2.69
15396,30.0
15397,14.4
15398,1.0
15399,12.99
15400,62.7
15401,379.0
15402,15.95
15403,12.99
15404,10.65
15405,0.0
15406,1.98
15407,8.0
15408,15.0
15409,35.0
15410,2.0
15411,370.79
15412,0.77
15413,0.76
15414,116.57
15415,1.0
15416,7.59
15417,1.99
15418,26.98
15419,150.0
15420,46.13
15421,5.8
15422,2.0
15423,8.0
15424,0.74
15425,1.0
15426,9.99
15427,53.85
15428,39.98
15429,125.29
15430,0.89
15431,171.05
15432,2.49
15433,4.95
15434,35.95
15435,9.95
15436,261.5
15437,25.0
15438,1.0
15439,1.0
15440,119.95
15441,103.4
15442,39.22
15443,99.9
15444,1102.8
15445,21.7
15446,18.8
15447,7.3
15448,1.98
15449,3.84
15450,25.0
15451,1.0
15452,11.5
15453,21.9
15454,79.54
15455,15.72
15456,49.2
15457,10.28
15458,46.12
15459,60.0
15460,0.99
15461,1.0
15462,2090.5
15463,32.53
15464,4.6
15465,42.81
15466,152.65
15467,9.68
15468,9.99
15469,398.68
15470,373.52
15471,186.1
15472,7.3
15473,17.33
15474,6.34
15475,13.53
15476,78.93
15477,28.24
15478,35.57
15479,85.25
15480,124.0
15481,10.0
15482,0.76
15483,70.0
15484,73.0
15485,2.01
15486,9.99
15487,4.99
15488,18.0
15489,1.79
15490,205.98
15491,296.45
15492,1.0
15493,2.12
15494,1.0
15495,2.69
15496,36.0
15497,20.0
15498,230.11
15499,30.0
15500,174.36
15501,38.94
15502,4.78
15503,0.76
15504,1.29
15505,2000.0
15506,1.31
15507,6.08
15508,5.0
15509,15.95
15510,1.0
15511,86.32
15512,109.81
15513,5.51
15514,0.77
15515,34.99
15516,12.29
15517,32.83
15518,22.5
15519,21.73
15520,4.49
15521,1.98
15522,180.0
15523,3.99
15524,66.05
15525,26.57
15526,17.99
15527,125.0
15528,174.69
15529,134.77
15530,6.98
15531,144.52
15532,24.0
15533,8.98
15534,1.0
15535,7.65
15536,59.35
15537,183.76
15538,5.15
15539,1.0
15540,32.4
15541,0.99
15542,11.5
15543,1.0
15544,15.0
15545,111.5
15546,1.0
15547,9.99
15548,0.89
15549,5.99
15550,9.99
15551,11.5
15552,9.99
15553,27.9
15554,50.0
15555,15.0
15556,11.85
15557,10.42
15558,24.99
15559,31.11
15560,4.13
15561,6.98
15562,32.9
15563,13.45
15564,15.17
15565,46.72
15566,7.92
15567,18.5
15568,125.99
15569,25.0
15570,161.26
15571,1.79
15572,6.28
15573,407.28
15574,9.82
15575,0.12
15576,200.0
15577,0.89
15578,228.0
15579,0.89
15580,1.0
15581,5.0
15582,41.95
15583,4.37
15584,1.99
15585,99.9
15586,75.31
15587,14.45
15588,58.77
15589,24.12
15590,5.9
15591,9.37
15592,19.67
15593,15.0
15594,3.85
15595,2.58
15596,179.8
15597,2.97
15598,79.9
15599,1.98
15600,494.44
15601,10.62
15602,1149.12
15603,1500.0
15604,39.23
15605,1.0
15606,459.98
15607,22.33
15608,0.99
15609,1.29
15610,1.98
15611,219.75
15612,49.95
15613,67.51
15614,1.0
15615,12.99
15616,12.31
15617,10.0
15618,54.37
15619,32.49
15620,49.74
15621,100.14
15622,256.75
15623,115.59
15624,1.5
15625,47.85
15626,62.17
15627,377.56
15628,177.43
15629,168.0
15630,13.53
15631,1.29
15632,4.73
15633,712.4
15634,299.0
15635,199.0
15636,19.0
15637,0.3
15638,55.74
15639,88.96
15640,22.37
15641,12.99
15642,90.11
15643,36.0
15644,3.79
15645,56.0
15646,1.0
15647,0.99
15648,2.18
15649,12.06
15650,23.27
15651,21.74
15652,99.99
15653,4.06
15654,167.15
15655,77.0
15656,11.34
15657,309.96
15658,567.94
15659,11.27
15660,112.07
15661,39.85
15662,1.0
15663,17.99
15664,4.5
15665,49.8
15666,24.95
15667,0.77
15668,69.02
15669,79.4
15670,9.69
15671,126.36
15672,119.98
15673,1.79
15674,1.0
15675,40.72
15676,85.66
15677,12.01
15678,2.6
15679,2.69
15680,16.17
15681,309.9
15682,2.68
15683,3.57
15684,736.66
15685,60.44
15686,12.6
15687,3.15
15688,1.29
15689,1.98
15690,75.55
15691,3.95
15692,37.0
15693,41.87
15694,778.25
15695,56.44
15696,0.76
15697,1.9
15698,8.82
15699,5.16
15700,50.0
15701,11.5
15702,0.89
15703,137.0
15704,6.0
15705,2.18
15706,12.31
15707,1.79
15708,0.89
15709,5.0
15710,7.53
15711,3.85
15712,15.13
15713,1.98
15714,2.58
15715,149.77
15716,193.0
15717,20.9
15718,53.5
15719,1105.99
15720,2.92
15721,28.0
15722,73.0
15723,34.49
15724,62.0
15725,11.5
15726,27.49
15727,0.01
15728,118.0
15729,15.0
15730,1.79
15731,15.0
15732,20.0
15733,39.8
15734,2.99
15735,30.13
15736,284.01
15737,4.99
15738,36.0
15739,2.61
15740,13.7
15741,7.9
15742,306.0
15743,27.25
15744,17.95
15745,166.13
15746,48.6
15747,11.64
15748,44.87
15749,156.6
15750,8.99
15751,10.9
15752,53.82
15753,116.38
15754,7.7
15755,20.0
15756,45.17
15757,3.85
15758,39.0
15759,100.0
15760,166.6
15761,1.0
15762,583.0
15763,10.62
15764,5.74
15765,46.02
15766,36.82
15767,81.56
15768,1.5
15769,1.0
15770,7.55
15771,0.06
15772,10.99
15773,18.83
15774,5.99
15775,7.7
15776,11.5
15777,0.99
15778,28.65
15779,260.39
15780,14.16
15781,120.4
15782,15.95
15783,55.0
15784,5.99
15785,17.99
15786,75.0
15787,552.33
15788,3.85
15789,9.99
15790,178.04
15791,17.67
15792,14.99
15793,35.49
15794,700.0
15795,28.38
15796,2.58
15797,75.0
15798,46.89
15799,1.57
15800,160.0
15801,6.99
15802,0.76
15803,19.0
15804,21.87
15805,1.0
15806,12.54
15807,34.0
15808,4.99
15809,389.0
15810,7.86
15811,47.85
15812,221.53
15813,155.94
15814,41.4
15815,0.28
15816,39.99
15817,255.14
15818,49.39
15819,1.79
15820,177.44
15821,75.83
15822,127.5
15823,3.62
15824,32.36
15825,11.5
15826,159.08
15827,36.32
15828,30.0
15829,1.98
15830,1.0
15831,59.4
15832,1.0
15833,19.98
15834,23.5
15835,7.95
15836,44.99
15837,88.2
15838,5.99
15839,15.12
15840,64.9
15841,2.0
15842,16.03
15843,22.72
15844,222.0
15845,11.5
15846,3291.0
15847,33.9
15848,69.99
15849,2.92
15850,63.35
15851,45.38
15852,10.0
15853,1.0
15854,94.3
15855,65.85
15856,65.0
15857,35.0
15858,8.93
15859,592.88
15860,25.99
15861,0.89
15862,136.6
15863,14.39
15864,2.69
15865,180.72
15866,417.1
15867,15.0
15868,55.0
15869,28.0
15870,419.24
15871,51.76
15872,1.98
15873,149.7
15874,65.9
15875,374.06
15876,0.99
15877,1.98
15878,7.7
15879,109.0
15880,15.0
15881,500.0
15882,10.99
15883,300.0
15884,11.5
15885,41.99
15886,152.98
15887,31.55
15888,52.45
15889,67.72
15890,10.09
15891,119.0
15892,335.0
15893,43.84
15894,0.89
15895,177.0
15896,16.34
15897,14.95
15898,36.9
15899,2.32
15900,0.0
15901,15.95
15902,2.0
15903,61.16
15904,366.0
15905,1.0
15906,12.31
15907,151.0
15908,64.96
15909,9.99
15910,471.05
15911,141.1
15912,9.99
15913,1.0
15914,47.26
15915,198.0
15916,7.7
15917,53.9
15918,109.28
15919,81.56
15920,9.2
15921,100.1
15922,225.0
15923,6.99
15924,9.99
15925,0.0
15926,85.48
15927,1.0
15928,1.0
15929,39.9
15930,2.69
15931,4.49
15932,68.0
15933,9.83
15934,20.01
15935,89.99
15936,38.4
15937,7.04
15938,0.89
15939,119.97
15940,8.99
15941,6.82
15942,293.36
15943,119.44
15944,27.83
15945,160.0
15946,7.0
15947,15.0
15948,1.0
15949,361.06
15950,19.98
15951,11.27
15952,2.69
15953,9.99
15954,9.7
15955,7.98
15956,56.15
15957,0.75
15958,304.24
15959,9.6
15960,926.2
15961,203.59
15962,7.04
15963,13.73
15964,2.49
15965,313.47
15966,79.64
15967,12.0
15968,0.89
15969,1.0
15970,427.39
15971,2.67
15972,9.98
15973,1.0
15974,0.76
15975,9.99
15976,4.49
15977,275.0
15978,355.32
15979,45.0
15980,47.85
15981,220.0
15982,48.0
15983,21.12
15984,8.8
15985,10.0
15986,10.0
15987,5.0
15988,52.57
15989,40.9
15990,59.95
15991,16.99
15992,57.05
15993,4.49
15994,12.31
15995,12.53
15996,201.33
15997,15.0
15998,265.5
15999,24.0
16000,459.97
16001,140.1
16002,1.5
16003,150.0
16004,56.94
16005,22.99
16006,56.0
16007,84.64
16008,1.79
16009,11.37
16010,127.69
16011,354.87
16012,72.0
16013,4.79
16014,172.0
16015,79.0
16016,418.06
16017,2.69
16018,55.06
16019,602.5
16020,41.03
16021,325.0
16022,55.61
16023,5.0
16024,31.9
16025,10.59
16026,5.91
16027,10.79
16028,9.06
16029,102.84
16030,224.04
16031,49.8
16032,4.5
16033,140.0
16034,1.02
16035,61.13
16036,134.56
16037,6.26
16038,7.84
16039,84.64
16040,40.01
16041,570.28
16042,125.9
16043,19.95
16044,246.07
16045,216.01
16046,4.99
16047,190.0
16048,15.0
16049,0.77
16050,108.0
16051,39.8
16052,10.59
16053,40.0
16054,234.66
16055,69.0
16056,19.95
16057,29.99
16058,1.29
16059,0.49
16060,1.0
16061,1.0
16062,158.0
16063,197.97
16064,18.94
16065,80.02
16066,10.0
16067,4.23
16068,11.5
16069,118.0
16070,48.17
16071,13.02
16072,10.0
16073,78.28
16074,11.27
16075,49.95
16076,52.0
16077,161.35
16078,254.4
16079,469.92
16080,1.0
16081,17.25
16082,32.32
16083,80.0
16084,5.36
16085,11.4
16086,121.5
16087,2.5
16088,20.9
16089,25.0
16090,9.59
16091,0.15
16092,10.99
16093,76.98
16094,30.0
16095,33.85
16096,19.09
16097,91.9
16098,14.25
16099,91.27
16100,1.0
16101,83.45
16102,959.06
16103,108.0
16104,111.0
16105,132.84
16106,1.0
16107,52.5
16108,10.65
16109,5.74
16110,342.17
16111,26.12
16112,119.0
16113,2754.0
16114,9.95
16115,42.81
16116,108.97
16117,240.0
16118,1.0
16119,15.0
16120,34.85
16121,0.76
16122,36.44
16123,1.0
16124,1.0
16125,350.0
16126,4.57
16127,10.05
16128,42.99
16129,2.58
16130,16.99
16131,94.9
16132,10.7
16133,1.0
16134,8.99
16135,86.51
16136,2.92
16137,30.34
16138,1.98
16139,0.77
16140,126.0
16141,35.69
16142,39.95
16143,10.83
16144,1.99
16145,5.93
16146,196.5
16147,12.99
16148,52.62
16149,53.0
16150,8.95
16151,0.77
16152,10.0
16153,64.99
16154,27.99
16155,0.76
16156,0.89
16157,96.22
16158,17.45
16159,6.99
16160,5.49
16161,21.1
16162,29.56
16163,72.8
16164,0.22
16165,0.99
16166,11.5
16167,0.0
16168,101.45
16169,111.0
16170,72.1
16171,187.64
16172,442.5
16173,7.92
16174,12.9
16175,3.99
16176,0.89
16177,81.26
16178,5.44
16179,1.0
16180,142.71
16181,138.35
16182,0.89
16183,24.99
16184,134.8
16185,0.89
16186,0.89
16187,1090.16
16188,0.89
16189,39.0
16190,1.0
16191,911.4
16192,2.28
16193,44.0
16194,169.28
16195,1.18
16196,400.0
16197,105.53
16198,42.5
16199,60.85
16200,1.79
16201,8.72
16202,8.0
16203,300.0
16204,4.72
16205,60.0
16206,186.25
16207,1.79
16208,34.0
16209,3.96
16210,79.54
16211,280.5
16212,19.95
16213,349.0
16214,70.97
16215,17.99
16216,200.57
16217,22.15
16218,1.0
16219,1.0
16220,30.0
16221,284.59
16222,2.69
16223,0.77
16224,94.0
16225,1.0
16226,6.41
16227,283.09
16228,7.4
16229,3.59
16230,49.63
16231,81.75
16232,102.93
16233,75.0
16234,38.52
16235,79.0
16236,9.99
16237,19.99
16238,3.59
16239,5.03
16240,74.99
16241,3.09
16242,190.0
16243,13.35
16244,67.47
16245,27.0
16246,1.79
16247,4.0
16248,57.96
16249,64.65
16250,29.76
16251,1.0
16252,9.12
16253,5.59
16254,14.95
16255,7.42
16256,3.43
16257,5.0
16258,30.0
16259,4.99
16260,4.94
16261,76.59
16262,1.25
16263,20.0
16264,209.89
16265,98.67
16266,27.0
16267,2.0
16268,1.0
16269,0.76
16270,105.5
16271,4.2
16272,9.99
16273,238.64
16274,7.29
16275,1.0
16276,11.5
16277,13.8
16278,179.8
16279,9.99
16280,24.65
16281,59.85
16282,4.49
16283,5.35
16284,2.15
16285,123.0
16286,6.28
16287,34.43
16288,5.0
16289,81.1
16290,200.0
16291,1.78
16292,46.9
16293,30.0
16294,1065.62
16295,79.0
16296,49.1
16297,0.76
16298,0.77
16299,828.0
16300,59.95
16301,12.89
16302,132.3
16303,1.29
16304,15.68
16305,1.98
16306,69.0
16307,213.18
16308,118.0
16309,1.49
16310,79.95
16311,24.53
16312,9.99
16313,55.8
16314,1.0
16315,1.49
16316,15.13
16317,1.52
16318,3.27
16319,90.0
16320,15.0
16321,303.0
16322,1.0
16323,134.99
16324,6.96
16325,85.34
16326,1.83
16327,1.98
16328,17.85
16329,6.9
16330,1.0
16331,321.42
16332,316.43
16333,20.0
16334,11.5
16335,60.44
16336,8.64
16337,392.0
16338,25.39
16339,0.89
16340,26.44
16341,4.99
16342,5.99
16343,78.2
16344,2.1
16345,156.56
16346,10.59
16347,2.98
16348,6.12
16349,20.7
16350,99.95
16351,1.79
16352,6.18
16353,45.0
16354,7.0
16355,8.48
16356,12.31
16357,45.9
16358,1.0
16359,24.0
16360,165.55
16361,77.89
16362,69.56
16363,117.7
16364,60.43
16365,193.0
16366,39.9
16367,4.78
16368,43.96
16369,0.89
16370,2.0
16371,1.18
16372,2.68
16373,1.98
16374,204.77
16375,210.0
16376,195.6
16377,64.99
16378,20.99
16379,37.4
16380,43.88
16381,1.0
16382,0.67
16383,84.0
16384,41.99
16385,91.27
16386,15.99
16387,1.0
16388,2.99
16389,1.0
16390,0.89
16391,118.49
16392,4.62
16393,43.65
16394,284.1
16395,257.0
16396,1.0
16397,500.0
16398,1.0
16399,6.85
16400,2.69
16401,28.56
16402,0.76
16403,400.0
16404,235.8
16405,20.89
16406,7.7
16407,112.93
16408,120.0
16409,141.96
16410,46.0
16411,6.04
16412,1.98
16413,50.9
16414,8.04
16415,15.0
16416,0.89
16417,2.5
16418,110.12
16419,2.28
16420,99.0
16421,9.99
16422,5.0
16423,76.0
16424,6.0
16425,49.57
16426,25.0
16427,1.51
16428,49.95
16429,8.4
16430,864.55
16431,1.29
16432,97.89
16433,3.59
16434,15.0
16435,4.13
16436,19.99
16437,2.69
16438,102.0
16439,114.98
16440,36.15
16441,9.3
16442,474.85
16443,44.87
16444,117.55
16445,25.5
16446,85.25
16447,2.99
16448,59.25
16449,1.0
16450,20.0
16451,125.65
16452,87.78
16453,189.0
16454,15.45
16455,65.0
16456,1.79
16457,38.0
16458,0.89
16459,23.15
16460,25.0
16461,20.42
16462,2571.8
16463,28.75
16464,9.51
16465,64.99
16466,91.32
16467,13.45
16468,2.28
16469,69.0
16470,9.99
16471,19.99
16472,9.99
16473,15.0
16474,0.76
16475,9.99
16476,135.0
16477,6.06
16478,454.43
16479,14.99
16480,237.51
16481,9.5
16482,42.81
16483,6.2
16484,57.16
16485,3.96
16486,555.27
16487,58.81
16488,22.55
16489,1.29
16490,2.17
16491,1.5
16492,99.99
16493,14.56
16494,13.47
16495,468.07
16496,92.85
16497,1.98
16498,9.99
16499,2.33
16500,19.6
16501,62.0
16502,113.87
16503,62.0
16504,9.99
16505,81.93
16506,333.0
16507,34.99
16508,2.68
16509,12.99
16510,14.8
16511,115.04
16512,1.0
16513,1.29
16514,41.68
16515,1.79
16516,0.68
16517,30.3
16518,4.71
16519,18.17
16520,13.47
16521,19.95
16522,58.8
16523,19.99
16524,1.29
16525,0.92
16526,39.9
16527,23.17
16528,58.98
16529,67.46
16530,35.9
16531,1296.25
16532,3.27
16533,1.0
16534,0.77
16535,407.29
16536,2.69
16537,11.97
16538,1.0
16539,3.56
16540,89.4
16541,12.27
16542,2.0
16543,17.07
16544,0.89
16545,24.74
16546,160.0
16547,0.89
16548,18.96
16549,47.9
16550,38.52
16551,143.13
16552,0.71
16553,306.16
16554,77.0
16555,1.78
16556,159.16
16557,11.5
16558,61.48
16559,33.45
16560,30.34
16561,0.76
16562,23.98
16563,43.36
16564,49.9
16565,28.0
16566,21.1
16567,84.0
16568,8.94
16569,29.9
16570,756.75
16571,187.24
16572,100.0
16573,1.29
16574,31.6
16575,81.24
16576,1.25
16577,44.99
16578,0.76
16579,12.36
16580,23.6
16581,1.52
16582,75.66
16583,9.51
16584,1.99
16585,145.54
16586,69.99
16587,200.0
16588,5.0
16589,1.0
16590,172.05
16591,1.78
16592,143.37
16593,15.0
16594,20.0
16595,428.99
16596,121.1
16597,49.99
16598,7.43
16599,41.91
16600,15.0
16601,188.63
16602,15.0
16603,159.99
16604,250.0
16605,9.49
16606,417.0
16607,462.15
16608,87.72
16609,10.34
16610,28.86
16611,129.0
16612,1068.55
16613,1.0
16614,64.4
16615,1.98
16616,14.88
16617,120.4
16618,6.0
16619,75.85
16620,25.0
16621,254.49
16622,20.0
16623,17.19
16624,3.76
16625,29.9
16626,124.34
16627,91.95
16628,92.0
16629,9.03
16630,1.0
16631,29.97
16632,20.59
16633,1.79
16634,143.67
16635,24.4
16636,4.32
16637,50.0
16638,96.8
16639,0.89
16640,1.0
16641,1.99
16642,63.32
16643,6.14
16644,158.0
16645,297.99
16646,1.98
16647,11.5
16648,54.26
16649,49.9
16650,1.0
16651,0.89
16652,1.0
16653,1.0
16654,2.0
16655,1.0
16656,119.5
16657,500.0
16658,14.78
16659,100.0
16660,35.94
16661,762.0
16662,20.33
16663,0.0
16664,50.5
16665,22.51
16666,300.0
16667,10.0
16668,34.99
16669,29.9
16670,0.89
16671,445.5
16672,39.04
16673,44.3
16674,26.3
16675,111.88
16676,60.0
16677,25.0
16678,29.95
16679,0.99
16680,18.0
16681,0.01
16682,24.99
16683,6.49
16684,0.92
16685,53.86
16686,49.99
16687,15.95
16688,24.0
16689,267.96
16690,0.0
16691,19.64
16692,32.67
16693,5.0
16694,2.99
16695,11.5
16696,28.6
16697,0.76
16698,689.81
16699,0.89
16700,46.99
16701,165.36
16702,299.28
16703,9.99
16704,66.4
16705,116.65
16706,21.41
16707,56.0
16708,59.99
16709,15.29
16710,239.0
16711,13.49
16712,52.21
16713,1.29
16714,139.67
16715,17.9
16716,1.0
16717,28.0
16718,1.79
16719,308.09
16720,7.7
16721,0.89
16722,47.83
16723,129.5
16724,144.5
16725,11.5
16726,3.59
16727,5.0
16728,54.86
16729,3.49
16730,34.0
16731,0.77
16732,967.34
16733,2.88
16734,55.94
16735,0.85
16736,1.0
16737,457.4
16738,118.0
16739,20.99
16740,8.22
16741,1.0
16742,1.82
16743,54.0
16744,43.42
16745,45.0
16746,1200.0
16747,24.19
16748,24.99
16749,58.62
16750,16.08
16751,443.43
16752,36.0
16753,15.0
16754,7.94
16755,29.99
16756,11.27
16757,88.02
16758,152.13
16759,1.29
16760,58.29
16761,8.97
16762,153.68
16763,23.0
16764,186.92
16765,23.0
16766,1.79
16767,2.86
16768,10.0
16769,69.95
16770,281.72
16771,1.44
16772,50.0
16773,42.0
16774,30.0
16775,452.38
16776,46.9
16777,7.26
16778,1.78
16779,11.5
16780,15.0
16781,13.94
16782,40.0
16783,11.71
16784,644.97
16785,1.79
16786,0.76
16787,56.0
16788,1.71
16789,25.0
16790,387.75
16791,8.99
16792,318.56
16793,1.0
16794,7.59
16795,1.0
16796,52.24
16797,118.37
16798,1.98
16799,611.85
16800,172.5
16801,12.0
16802,19.66
16803,0.75
16804,20.0
16805,1.0
16806,3.81
16807,90.0
16808,59.88
16809,2.25
16810,34.91
16811,373.34
16812,24.95
16813,11.52
16814,34.0
16815,755.38
16816,51.57
16817,8.95
16818,59.94
16819,0.01
16820,5.65
16821,59.44
16822,236.79
16823,3.93
16824,25.34
16825,9.08
16826,0.0
16827,1.29
16828,9.99
16829,113.0
16830,28.58
16831,9.99
16832,43.0
16833,42.9
16834,49.15
16835,1.0
16836,1.0
16837,2.69
16838,96.54
16839,0.0
16840,11.5
16841,9.26
16842,6.53
16843,25.0
16844,79.98
16845,45.0
16846,28.44
16847,835.0
16848,0.89
16849,0.31
16850,72.95
16851,15.99
16852,6.99
16853,25.0
16854,34.99
16855,15.5
16856,89.99
16857,10.8
16858,157.0
16859,1.29
16860,50.0
16861,200.0
16862,29.85
16863,110.73
16864,8.93
16865,45.67
16866,899.25
16867,4.99
16868,5.0
16869,14.99
16870,25.0
16871,46.68
16872,14.95
16873,15.0
16874,19.99
16875,3.94
16876,5.38
16877,84.26
16878,8.0
16879,60.69
16880,52.01
16881,609.33
16882,20.0
16883,49.0
16884,11.74
16885,118.6
16886,11.83
16887,9.99
16888,6.95
16889,50.0
16890,21.0
16891,7.7
16892,297.0
16893,46.91
16894,57.0
16895,237.77
16896,9.99
16897,2.52
16898,0.99
16899,25.0
16900,48.36
16901,351.01
16902,47.34
16903,17.35
16904,144.0
16905,60.0
16906,0.89
16907,0.77
16908,84.98
16909,0.89
16910,1.0
16911,28.98
16912,5.0
16913,29.99
16914,2.99
16915,3.59
16916,276.0
16917,6.0
16918,10.0
16919,0.77
16920,160.84
16921,80.0
16922,7.58
16923,122.0
16924,62.48
16925,0.77
16926,101.15
16927,25.0
16928,16.94
16929,19.0
16930,180.92
16931,1.5
16932,76.06
16933,1.98
16934,10.0
16935,240.0
16936,319.5
16937,26.04
16938,149.81
16939,371.0
16940,77.25
16941,2.9
16942,34.69
16943,59.0
16944,9.99
16945,8.99
16946,39.15
16947,27.82
16948,12.99
16949,8.99
16950,139.96
16951,13.0
16952,1.98
16953,7.03
16954,70.0
16955,3.85
16956,29.69
16957,36.0
16958,464.66
16959,5.99
16960,29.99
16961,73.02
16962,16.35
16963,94.47
16964,1.98
16965,22.8
16966,24.82
16967,89.99
16968,239.0
16969,39.99
16970,10.0
16971,183.85
16972,39.0
16973,111.0
16974,94.65
16975,1.0
16976,26.59
16977,61.51
16978,1.0
16979,125.07
16980,5.99
16981,16.88
16982,14.99
16983,145.0
16984,8.96
16985,9.99
16986,46.75
16987,9.99
16988,52.94
16989,1.0
16990,15.0
16991,29.7
16992,110.0
16993,99.0
16994,8.99
16995,410.0
16996,24.99
16997,26.83
16998,15.4
16999,1.0
17000,98.0
17001,5.41
17002,28.74
17003,204.7
17004,4.01
17005,22.79
17006,24.4
17007,16.96
17008,76.06
17009,11.5
17010,36.02
17011,73.85
17012,7.56
17013,128.9
17014,25.0
17015,21.9
17016,18.99
17017,77.46
17018,1.0
17019,3.41
17020,1.98
17021,27.95
17022,6.03
17023,3.57
17024,6.54
17025,350.49
17026,30.89
17027,10.62
17028,22.26
17029,50.4
17030,105.0
17031,1.0
17032,34.61
17033,0.77
17034,0.99
17035,0.99
17036,99.99
17037,29.99
17038,1.98
17039,4.19
17040,17.98
17041,1.0
17042,101.4
17043,5.78
17044,1.49
17045,5.52
17046,1.98
17047,15.0
17048,15.95
17049,4.5
17050,22.47
17051,28.0
17052,15.0
17053,40.8
17054,402.82
17055,11.27
17056,1.0
17057,51.5
17058,3.59
17059,280.0
17060,1.0
17061,12.0
17062,6.97
17063,66.0
17064,230.0
17065,43.0
17066,0.99
17067,14.95
17068,78.99
17069,9.99
17070,0.76
17071,40.0
17072,8.99
17073,130.0
17074,89.99
17075,2.0
17076,14.7
17077,801.0
17078,24.06
17079,7.95
17080,215.97
17081,2.25
17082,42.81
17083,13.7
17084,0.01
17085,125.0
17086,8.99
17087,59.05
17088,659.56
17089,21.2
17090,4275.58
17091,94.8
17092,2.0
17093,283.4
17094,60.0
17095,35.96
17096,127.01
17097,221.0
17098,108.0
17099,39.95
17100,67.46
17101,74.5
17102,270.95
17103,63.4
17104,249.3
17105,42.81
17106,1.0
17107,128.0
17108,0.89
17109,1.0
17110,291.44
17111,2.99
17112,1.98
17113,54.99
17114,8.0
17115,1.5
17116,19.95
17117,40.34
17118,61.57
17119,11.27
17120,1.98
17121,56.93
17122,94.99
17123,444.98
17124,135.0
17125,99.0
17126,172.0
17127,10.45
17128,105.4
17129,5.76
17130,0.99
17131,29.99
17132,12.6
17133,4.49
17134,54.9
17135,25.0
17136,0.76
17137,0.01
17138,10.0
17139,0.81
17140,39.04
17141,1.79
17142,1.29
17143,1.79
17144,51.91
17145,30.24
17146,0.89
17147,2.12
17148,42.7
17149,149.98
17150,90.65
17151,10.48
17152,1119.79
17153,160.12
17154,1.89
17155,33.9
17156,27.45
17157,49.95
17158,250.77
17159,2.69
17160,211.15
